section,st_pos,mid_pos,w_count,date,century,25-y,Name
2140,794530,794573.0,86,642,600,650,ابن أبي أسامة الإسكندراني 
2141,794616,794642.5,53,279,200,300,ابن أسباط القرطبي 
2142,794669,794711.5,85,765,700,775,تاج الدين المناوي صهر ابن جماعة 
2144,796979,797056.5,155,600,600,625,محمد شاه بن ترنشاه 
2145,797134,797166.0,64,400,400,425,محمد بن تمام الطليطلي 
2146,797198,797463.0,530,324,300,325,محمد بن تكين الخاصة 
2147,797728,797819.0,182,755,700,775,ناصر الدين ابن بيليك 
2149,798009,798026.0,34,722,700,725,شمس الدين ابن تمام الناسخ 
2150,798043,798074.5,63,266,200,275,ابن تميم العنبري الإفريقي 
2151,798106,798210.5,209,160,100,175,محمد بن ثابت البناني 
2152,798315,798664.0,698,361,300,375,ابن جابار الصوفي 
2153,799013,799077.5,129,279,200,300,ابن المروزي الرمال 
2156,799327,799332.5,11,640,600,650,ابن جبريل الطحان 
2157,799338,799362.5,49,535,500,550,المراغي الصوفي 
2163,801523,801586.0,126,360,300,375,أبو جعفر الرامراني 
2164,801649,801741.0,184,330,300,350,أبو طاهر العلاف المقرئ 
2165,801833,801856.0,46,318,300,325,أبو الحسن البلوي المؤذن 
2166,801879,801906.0,54,328,300,350,محمد بن جعفر المؤذن 
2169,802215,802243.0,56,347,300,350,محمد بن جعفر الحسيني 
2170,802271,802344.0,146,370,300,375,الحافظ غندر البغدادي 
2171,802417,802460.0,86,358,300,375,ابن الشماع 
2172,802503,802561.0,116,357,300,375,أبو الطيب غندر البغدادي 
2173,802619,802642.0,46,345,300,350,ابن أبي راشد المغربي 
2174,802665,802716.5,103,390,300,400,ابن رهيل البزاز 
2175,802768,802786.5,37,299,200,300,أبو الحسن البرقي 
2176,802805,802869.0,128,38,0,50,أبو القاسم ابن جعفر الطالبي 
2177,802933,802979.5,93,360,300,375,ابن جبارة الجوهري 
2178,803026,803052.0,52,435,400,450,أبو بكر الميماسي 
2179,803078,803172.0,188,604,600,625,ابن أبي الغنائم الحلبي 
2180,803266,803318.0,104,293,200,300,أبو بكر ابن أعين البغدادي 
2182,803513,803585.0,144,327,300,350,أبو بكر الخرائطي 
2185,804056,804206.5,301,408,400,425,أبو الفضل الخزاعي المقرئ 
2186,804357,804515.5,317,478,400,500,الوزير أبو الفرج ابن المغربي 
2187,804674,804698.5,49,700,700,725,غندر الآملي 
2189,804817,804853.0,72,341,300,350,ابن الدهان 
2190,804889,805066.0,354,412,400,425,القزاز النحوي 
2191,805243,805274.5,63,603,600,625,محمد بن جعفر الصنهاجي 
2192,805306,805331.5,51,315,300,325,الدباغ الظاهري 
2193,805357,805382.0,50,320,300,325,القواذي 
2194,805407,805421.0,28,310,300,325,ابن الخشاب 
2195,805435,805483.0,96,296,200,300,ابن جنادة الإشبيلي 
2197,805721,805740.0,38,334,300,350,ابن الجنيد السمرقندي 
2198,805759,805816.5,115,495,400,500,ابن ذكا النابلسي 
2200,805969,805992.0,46,321,300,325,النفيس ابن جيش 
2201,806015,806082.5,135,300,300,325,ابن حاتم المروزي ms2412 
2204,806368,806413.5,91,557,500,575,[محمد بن الحارث ms2413] المختار الحميري 
2205,806459,806506.5,95,241,200,250,المؤذن صدرة 
2206,806554,806610.0,112,260,200,275,ابن أبي سعد القرطبي 
2207,806666,806703.0,74,289,200,300,ورد ابن الوردي 
2208,806740,807088.0,696,250,200,250,ابن أبي الليث قاضي مصر 
2209,807436,807459.0,46,218,200,225,ابن أبي الحارث التميمي الشاعر 
2210,807482,807498.0,32,272,200,275,الإيادي قاضي الرملة 
2211,807514,807536.0,44,561,500,575,ثقة الملك ابن المتوج 
2212,807558,807604.0,92,458,400,475,ابن أبي حامد التنيسي 
2214,808028,808084.0,112,314,300,325,ابن حبش القاص الضرير 
2215,808140,808182.5,85,459,400,475,ابن شماخ الغافقي القاضي 
2216,808225,808275.5,101,242,200,250,محمد بن الحجاج بن رشدين المهري 
2217,808326,808332.5,13,36,0,50,"ابن أبي حذيفة""مشئوم قريش"" "
2218,808339,808357.5,37,229,200,250,ابن زيان المرادي 
2219,808376,808419.5,87,262,200,275,أبو جعفر الحمصي الجوهري 
2221,808528,808545.5,35,185,100,200,محمد بن الحجاج بن يوسف اللخمي 
2222,808563,809568.5,2011,293,200,300,ابن أبي حجيرة القرطبي 
2223,810574,810593.5,39,303,300,325,أبو عمار الجرشي 
2225,810684,810726.5,85,314,300,325,ابن ms2426 حزرة البهنسي 
2226,810769,810788.0,38,197,100,200,ابن عتاهية اليمني 
2227,810807,810827.5,41,650,600,650,محمد بن حسن المحلي 
2228,810848,810880.5,65,740,700,750,أبو الفتح القمني 
2229,810913,810948.0,70,745,700,750,جلال الدين الرازي قاضي دمشق 
2231,811141,811180.0,78,650,600,650,شرف الدين الديباجي الكاتب 
2233,811257,811272.5,31,388,300,400,أبو الطيب الماذرائي 
2234,811288,811314.5,53,643,600,650,عز القضاة المشارف 
2237,811481,811499.5,37,360,300,375,أبو بكر الصيدلاني 
2238,811518,811545.5,55,360,300,375,ابن حنيفة المالكي 
2239,811573,811595.5,45,716,700,725,الرهاوي 
2240,811618,811651.5,67,367,300,375,أبو بكر الصدفي الوراق 
2242,812016,812061.0,90,687,600,700,أبو نصر ابن النقيب 
2243,812106,812111.5,11,620,600,625,ابن صارم القبائلي 
2244,812117,812156.0,78,536,500,550,ابن برنجان الداني 
2245,812195,812222.0,54,311,300,325,ابن الربيع إمام جامع عمرو 
2246,812249,812327.0,156,576,500,600,ابن زرارة المشرف 
2247,812405,812441.0,72,646,600,650,الحميدي والي القاهرة 
2248,812477,812531.0,108,626,600,650,محمد بن الحسن النباتي 
2249,812585,812608.5,47,519,500,525,البوصيري الناسخ 
2250,812632,812682.0,100,240,200,250,أبو بكر الأعين 
2251,812732,812771.0,78,604,600,625,الكهف ابن طغان 
2252,812810,812878.5,137,700,700,725,الإربلي المقرئ الضرير 
2254,813023,813066.5,87,450,400,450,أبو بكر الرازي الأندلسي 
2261,813666,813797.5,263,461,400,475,ابن اليازوري 
2262,813929,813959.0,60,299,200,300,أبو بكر الجهضمي 
2266,814214,814262.5,97,604,600,625,أبو الحسن السلفي المالقي 
2268,814351,814367.0,32,536,500,550,ابن التونسي 
2272,814706,814737.0,62,315,300,325,أبو الحسن المديني 
2273,814768,814816.5,97,380,300,400,أبو طاهر الأنطاكي 
2274,814865,814891.0,52,537,500,550,أبو بكر الكركنتي 
2275,814917,814974.5,115,427,400,450,ابن عين الغزال 
2277,815134,815155.5,43,375,300,375,أبو بكر الأصفر القزاز 
2278,815177,815220.0,86,310,300,325,أبو العباس ابن قتيبة العسقلاني 
2280,815304,815349.5,91,576,500,600,رضي الدولة الزيات الشاعر 
2281,815395,815473.0,156,487,400,500,ابن الأقساسي 
2285,816187,816217.0,60,695,600,700,شمس الدين ابن الفرات 
2286,816247,816283.0,72,609,600,625,ابن صاحب الصلاة المالقي 
2288,816537,816573.0,72,724,700,725,أبو عبد الله الحارثي الحنبلي 
2293,817190,817208.5,37,439,400,450,أبو عد الله الشيرازي المقرئ 
2294,817227,817262.5,71,303,300,325,أبو عبد الله الزيات الخلال 
2295,817298,817324.5,53,355,300,375,أبو العباس الكلابي 
2296,817351,817374.5,47,701,700,725,ابن هلال النقاش 
2297,817398,817493.0,190,400,400,425,أبو علي السهواجي 
2299,817714,817734.0,40,274,200,275,أبو النضر القطان 
2302,817842,817873.5,63,711,700,725,جمال الدين الأرمنتي 
2303,817905,818015.0,220,363,300,375,الآبري صاحب مناقب الشافعي 
2306,818397,818446.0,98,540,500,550,أبو بكر الميورقي الظاهري الأصم 
2307,818495,818550.0,110,662,600,675,السرسني الحسني 
2308,818605,818668.0,126,697,600,700,موفق الدين الأدفوي 
2309,818731,818808.5,155,448,400,450,ابن بقا حفيد الحافظ عبد الغني 
2310,818886,818921.0,70,619,600,625,أبو عبد الله السجستاني 
2312,819026,819081.5,111,549,500,550,أبو منصور المحنك 
2315,819790,819840.5,101,623,600,625,رشيد الدين ابن مسكين 
2316,819891,819922.5,63,329,300,350,أبو جعفر التنيسي 
2317,819954,820012.0,116,360,300,375,أبو جعفر الطيان 
2318,820070,820108.0,76,630,600,650,ابن أبي شجاع الحسني البصري 
2319,820146,820178.0,64,553,500,575,ابن طحال المقدادي الزيدي 
2320,820210,820247.0,74,366,300,375,أبو علي الحسيني الصعيدي 
2326,821343,821419.5,153,617,600,625,وجيه الدين الإسكندري 
2328,821674,821734.0,120,357,300,375,أبو سليمان الحراني 
2329,821794,821832.5,77,322,300,325,أبو الجن الحسيني 
2330,821871,821902.5,63,481,400,500,أبو يعلى السراج 
2331,821934,821989.0,110,448,400,450,أبو الحسين الغزي المقرئ الصوفي 
2332,822044,822088.0,88,404,400,425,عم الوزير ابن المغربي 
2333,822132,822143.0,22,573,500,575,أبو بكر الخالدي الصوفي 
2334,822154,822205.0,102,600,600,625,الشريف أبو الدلالات 
2336,822379,822535.5,313,400,400,425,أبو عبد الله التنوخي النحوي 
2337,822692,822755.5,127,440,400,450,الكارزيني المقرئ 
2343,823575,823588.0,26,430,400,450,أبو خازم ابن الفراء 
2344,823601,823658.0,114,617,600,625,أبو المعالي الإسكندري 
2346,823864,823907.0,86,491,400,500,أبو سعد الحرمي 
2347,823950,823982.0,64,407,400,425,القاضي أبو عمر البسطامي 
2348,824014,824040.5,53,652,600,675,ابن الزمال الجياني 
2351,824192,824214.5,45,297,200,300,أبو بكر البصري الأحول 
2352,824237,824259.5,45,238,200,250,أبو عبد الله البجلي البصري 
2353,824282,824288.0,12,594,500,600,سديد الدين ابن حماد 
2354,824294,824339.5,91,206,200,225,محمد بن الحكم الإفريقي 
2355,824385,824480.5,191,271,200,275,ابن حماد الطهراني الرازي 
2356,824576,824617.0,82,330,300,350,أبو بكر الشطوي الدمياطي المقرئ 
2357,824658,824687.0,58,680,600,700,شمس الدين ابن حمدان 
2358,824716,824749.0,66,318,300,325,ابن حمدان الطرائفي البغدادي 
2359,824782,824796.0,28,299,200,300,محمد بن حمدان الأصم 
2362,825087,825107.5,41,558,500,575,ابن حمد المصيصي 
2363,825128,825188.0,120,320,300,325,ابن حمدون النيسابوري 
2364,825248,825277.5,59,340,300,350,أبو الحسن اللخمي 
2366,825532,825550.5,37,332,300,350,ابن فضال 
2367,825569,825616.5,95,669,600,675,ابن العالمة 
2368,825664,825683.0,38,431,400,450,ابن الإفرنجي 
2369,825702,825756.5,109,480,400,500,ابن الدليل قاضي بلبيس 
2371,825866,825881.5,31,416,400,425,ابن حمويه الوراق 
2372,825897,825932.5,71,541,500,550,ابن الأرقط النحوي 
2373,825968,826018.5,101,266,200,275,أبو قرة الحجري 
2374,826069,826187.0,236,200,200,225,محمد بن حمير السليحي 
2377,826417,826432.5,31,303,300,325,أبو قمامة الحرسي 
2378,826448,826460.5,25,447,400,450,ابن حيدرة الكتبي 
2379,826473,826550.5,155,448,400,450,أبو البركات ابن قائد 
2381,826737,826770.5,67,346,300,350,ابن حيون الطيلطلي ms2471 
2382,826804,826827.0,46,269,200,275,ابن أبي العرجاء التجيبي 
2383,826850,826899.0,98,574,500,575,خاص بك السوباشي 
2385,827074,827094.5,41,244,200,250,أبو حيان الرقي 
2386,827115,827164.5,99,317,300,325,أبو جعفر البردعي 
2387,827214,827259.5,91,220,200,225,ابن مرتنيل القرطبي 
2388,827305,827372.0,134,520,500,525,ابن خداداد الأهوازي 
2389,827439,827494.5,111,386,300,400,محمد بن خراسان المقرئ النحوي الصقلي 
2390,827550,827569.5,39,674,600,675,ابن خزاعة الدمياطي 
2391,827589,827605.5,33,414,400,425,ابن خزيمة الدباغ 
2392,827622,827680.0,116,296,200,300,ابن خزيمة الإسكندراني 
2393,827738,827790.5,105,245,200,250,أبو بكر بن خزيمة القرشي 
2394,827843,827864.0,42,246,200,250,ابن خشيش ms2474 
2396,827932,827950.5,37,710,700,725,قاضي المنوفية ابن الخضر 
2397,827969,827993.0,48,679,600,700,محمد بن خطاب العمري 
2398,828017,828037.0,40,216,200,225,محمد بن خطاب الأزرق 
2399,828057,828073.5,33,346,300,350,ابن خفيف السمرقندي المؤذن 
2401,828190,828485.5,591,371,300,375,محمد بن خفيف الشيرازي الزاهد 
2406,829097,829162.0,130,547,500,550,أبو الحسين الشلبي 
2409,829354,829406.5,105,297,200,300,محمد بن خلف المعافري 
2410,829459,829493.5,69,610,600,625,أبو القاسم ابن العريف الحسني 
2413,829652,829669.0,34,213,200,225,محمد بن خلف بن محفوظ 
2415,829749,829772.5,47,576,500,600,الحاج الفوي الأندلسي 
2417,829873,829900.5,55,674,600,675,ابن عبد المحسن الأنصاري 
2418,829928,830015.5,175,231,200,250,محمد بن خلاد التميمي 
2419,830103,830121.0,36,549,500,550,محمد بن خيرة المغربي 
2420,830139,830176.5,75,261,200,275,ابن درهم الملولي 
2421,830214,830291.5,155,360,300,375,محمد بن خير الزناتي 
2423,830843,830869.0,52,404,400,425,أبو بكر الرباطي القاضي 
2424,830895,830915.5,41,255,200,275,محمد بن داود الواسطي الشاعر 
2425,830936,830958.0,44,677,600,700,قلندر الفارسي 
2427,831085,831151.5,133,250,200,250,محمد بن داود المهري 
2428,831218,831325.5,215,342,300,350,ابن الفتح النيسابوري الصوفي 
2429,831433,831468.5,71,336,300,350,أبو بكر بن سيار البغدادي 
2430,831504,831540.5,73,297,200,300,محمد بن داود الصدفي 
2431,831577,831615.5,77,611,600,625,الدربندي الصوفي 
2432,831654,831703.5,99,689,600,700,الشرف ابن التركي الوراق 
2433,831753,831791.0,76,660,600,675,ناصر الدين الصارمي 
2435,831933,832033.0,200,360,300,375,أبو بكر الدقي 
2437,832215,832285.5,141,709,700,725,البدر ابن النحاس 
2438,832356,832401.0,90,265,200,275,ابن دلويه الزاهد 
2439,832446,832473.5,55,400,400,425,أبو بكر ابن دليل 
2441,832583,832617.0,68,409,400,425,ابن ذكوان التنيسي 
2442,832651,832672.5,43,655,600,675,ابن راجح العبدري 
2443,832694,832748.5,109,160,100,175,محمد بن راشد العبدري 
2446,832864,832886.0,44,538,500,550,محمد بن رافع اللواتي 
2448,833031,833643.0,1224,330,300,350,ابن رائق 
2450,834319,834328.5,19,235,200,250,"""تليل"" بن أبي مريم "
2451,834338,834369.0,62,260,200,275,محمد بن سعيد [الصائغ] القرطبي 
2453,834604,834654.5,101,306,300,325,أبو الطيب الفرضي 
2454,834705,835437.5,1465,695,600,700,البوصيري صاحب البردة 
2455,836170,836185.0,30,331,300,350,ابن حمدون المصري 
2456,836200,836262.0,124,403,400,425,ابن السري القرطبي 
2458,836430,836474.5,89,381,300,400,ابن الصابوني القرطبي 
2461,836696,836783.5,175,320,300,325,محمد بن سعيد الديباجي التستري 
2463,836959,836996.5,75,158,100,175,محمد بن سعيد الطبراني 
2465,837077,837109.5,65,247,200,250,محمد بن سعيد بن كثير 
2467,837832,837859.0,54,301,300,325,أبو قبيل الجيزي 
2468,837886,837911.0,50,258,200,275,محمد بن سعيد الأيلي 
2472,838085,838123.0,76,235,200,250,محمد بن سفيان العامري 
2473,838161,838214.0,106,331,300,350,محمد بن سفيان المؤدب 
2474,838267,838288.0,42,299,200,300,محمد بن سفيان الطبري 
2475,838309,838380.0,142,415,400,425,محمد بن سفيان القيرواني 
2478,838611,838674.5,127,595,500,600,محمد بن سلطان الخطابي المقرئ 
2480,838957,838994.0,74,624,600,625,محمد بن سلمان خطيب أسيوط 
2482,839141,839159.5,37,259,200,275,محمد بن سلمة التجيبي 
2483,839178,839250.5,145,248,200,250,محمد بن سلمة الجملي المرادي 
2484,839323,839357.5,69,699,600,700,شمس الدين ابن أبي العز 
2487,839570,839594.0,48,753,700,775,شمس الدين القفصي 
2488,839618,839643.0,50,278,200,300,أبو الحسن العسقلاني 
2489,839668,839709.0,82,377,300,400,محمد بن أبي سليمان القرطبي 
2492,839992,840009.5,35,546,500,550,ابن خلف القرطبي المقرئ 
2493,840027,840062.5,71,293,200,300,أبو جعفر المنقري 
2497,840395,840446.5,103,180,100,200,محمد بن سليمان النصري الحمصي 
2503,841351,841372.5,43,270,200,275,محمد بن سليمان ابن شرحبيل 
2504,841394,841419.5,51,188,100,200,أبو عثمان ابن جبير 
2505,841445,841492.0,94,423,400,425,أبو سالم [الخولاني] الحزمي الظاهري 
2507,841622,841650.0,56,612,600,625,ابن أبي منصور البغدادي 
2511,841806,842521.5,1431,297,200,300,محمد بن سليمان الكاتب 
2512,843237,843297.5,121,628,600,650,السديد ابن حنا 
2513,843358,843384.0,52,695,600,700,أبو عمر ابن سنجر العجمي 
2514,843410,843504.5,189,268,200,275,محمد بن سهل المنتوف 
2516,843655,843670.0,30,248,200,250,محمد بن سهل القصار 
2517,843685,843705.0,40,300,300,325,محمد بن سهل الجملي 
2519,843943,844000.0,114,248,200,250,أبو جعفر ابن سوار الكوفي 
2520,844057,844352.0,590,454,400,475,القاضي القضاعي 
2527,844953,844981.0,56,225,200,225,محمد بن سلام البيكندي الصغير 
2528,845009,845062.0,106,231,200,250,محمد بن سلام البزاز الأصغر 
2529,845115,845143.0,56,274,200,275,أبو بكر بن شاذان 
2530,845171,845218.5,95,432,400,450,أبو بكر ابن شاذي الإسفهسلار 
2532,845359,845416.0,114,507,500,525,ابن الصنوبري النيسابوري 
2534,845527,845556.0,58,353,300,375,ابن الشبل الأندلسي 
2535,845585,845707.0,244,430,400,450,محمد بن شجاع الصوفي 
2537,845972,846007.0,70,128,100,150,ابن شريح المهري 
2538,846042,846065.5,47,431,400,450,أبو الحسن ابن شريح 
2541,846539,846556.0,34,313,300,325,أبو بكر البابكي 
2542,846573,846600.0,54,703,700,725,الخلاطي إمام مسجد الحسين 
2544,846699,846732.0,66,651,600,675,أبو الفتح الصوري الكاتب 
2545,846765,846829.0,128,690,600,700,عماد الدين ms2528 الأرمتني 
2546,846893,846922.5,59,722,700,725,شمس الدين ابن ثامر 
2548,847019,847040.5,43,340,300,350,أبو بكر ابن رشدين 
2549,847062,847089.5,55,614,600,625,أبو الوليد الموصلي الواعظ الحنفي 
2550,847117,847168.5,103,304,300,325,ابن أبي عصمة الدمشقي 
2551,847220,847243.5,47,294,200,300,محمد بن صالح بن عبد الرحمن المصري 
2552,847267,847283.5,33,406,400,425,محمد بن صالح الصواف 
2556,847618,847692.0,148,383,300,400,محمد بن صالح المعافري الأندلسي 
2557,847766,847813.5,95,327,300,350,محمد بن صالح الخولاني البزاز 
2560,847940,847970.0,60,377,300,400,محمد بن صالح صاحب بيت المال بإفريقية 
2562,848027,848046.5,39,208,200,225,محمد بن الصباح بن كثير الرعيني 
2563,848066,848096.0,60,380,300,400,محمد بن صبغون الملطي 
2564,848126,848147.0,42,668,600,675,الشرف ابن الصنيعة 
2565,848168,848186.0,36,680,600,700,محمد بن صيرم الكاملي 
2566,848204,848223.0,38,389,300,400,ابن أبي طالب الخشاب 
2567,848242,848261.5,39,335,300,350,أبو العباس ابن طاهر 
2571,850584,850670.0,172,310,300,325,محمد بن طاهر صاحب شرطة مصر 
2572,850756,850905.5,299,379,300,400,الشهيد التدميري 
2573,851055,851084.0,58,731,700,750,ناصر الدين ابن طرنطاي 
2575,852644,852665.0,42,204,200,225,محمد بن طلحة المديني 
2594,866738,866761.0,46,360,300,375,ابن عبدون العددي القرطبي الطبيب 
2595,866784,866834.5,101,638,600,650,ابن عبد الدائم الحسني 
2596,866885,866987.5,205,728,700,750,ابن عبد الدائم الحفيد 
2599,867292,867350.5,117,643,600,650,ابن البهاء المقدسي 
2601,867509,867557.5,97,604,600,625,محمد بن عبد الرحمن الربعي 
2606,868153,868284.5,263,292,200,300,أبو بكر الريساني 
2607,868416,868451.0,70,179,100,200,محمد بن عبد الرحمن بن بسطام الكندي 
2608,868486,868506.5,41,415,400,425,محمد بن عبد الرحمن الخلقاني المقرئ 
2609,868527,868606.0,158,260,200,275,أبو بكر الجعفي 
2610,868685,868708.5,47,625,600,625,الميماسي الطبيب 
2611,868732,868770.5,77,636,600,650,محمد بن عبد الرحمن التنيسي 
2612,868809,868832.0,46,393,300,400,أبو جعفر ابن مهذب متولي بيت المال 
2613,868855,868883.0,56,725,700,725,محمد بن عبد الرحمن المالقي 
2614,868911,868929.5,37,317,300,325,أبو جعفر الأرزناني 
2615,868948,869004.0,112,646,600,650,ابن العمادية 
2618,869303,869308.5,11,631,600,650,ابن مزال الإسكندري 
2619,869314,869368.5,109,369,300,375,أبو عبد الله الغزال الحافظ 
2621,869557,869621.5,129,717,700,725,أبو القاسم الكاشغري 
2622,869686,869717.5,63,674,600,675,أبو عبد الله الفارسي الصوفي 
2625,870081,870086.5,11,637,600,650,ابن حمزة الشقيري 
2626,870092,870109.5,35,618,600,625,أبو بكر المخزومي 
2629,870478,870517.5,79,673,600,675,مجد الدين ابن الصيرفي 
2630,870557,870581.0,48,731,700,750,عز ms2591 الدين الزفتاوي الأعرج 
2631,870605,870637.5,65,635,600,650,أبو الفخر ابن الأعمى 
2632,870670,870712.5,85,629,600,650,شرف الدين ابن السكري 
2633,870755,870778.0,46,675,600,675,شرف الدين ابن عبد الغني قاضي دمياط 
2634,870801,870835.0,68,328,300,350,أبو عمرو المهلبي الجرجاني 
2635,870869,870906.5,75,218,200,225,أبو المغيث المعافري 
2636,870944,870996.5,105,610,600,625,أبو عبد الله الإشبيلي [المقرئ نزيل تلمسان] 
2639,872527,872573.5,93,340,300,350,أبو العباس ابن الأفقم 
2640,872620,872655.0,70,724,700,725,أبو الطاهر العمري المؤدب 
2641,872690,872733.5,87,679,600,700,عز الدين ابن قدامة الدمشقي 
2642,872777,872811.0,68,643,600,650,ابن عظيمة الإشبيلي المقرئ 
2644,872860,872890.0,60,618,600,625,ابن رضوان القوصي 
2645,872920,872941.0,42,305,300,325,أبو بكر ابن شريح العامري 
2646,872962,873021.5,119,472,400,475,أبو عبد الله الأبهري المالكي 
2649,873922,873967.0,90,416,400,425,محمد بن عبد الرحمن الأزدي 
2650,874012,874018.0,12,610,600,625,أبو البركات ابن قادوس 
2651,874024,874052.5,57,458,400,475,ابن مرشد المريي المقرئ 
2653,874229,874312.0,166,155,100,175,ابن حديج أمير مصر 
2654,874395,874406.5,23,342,300,350,أبو سفيان العتبي التنيسي 
2655,874418,874491.5,147,623,600,625,أبو طاهر ابن مقرب البزاز 
2657,874632,874658.5,53,300,300,325,أبو بكر الخولاني 
2659,874871,874952.5,163,132,100,150,يتيم عروة 
2661,875165,875279.5,229,644,600,650,ابن النيدة العطار 
2663,875499,875600.5,203,336,300,350,أبو الحسين الروذباري 
2664,875702,875740.5,77,728,700,750,ابن جنادة المقرئ 
2666,875798,875947.0,298,296,200,300,أبو بكر الأسدي الأصبهاني المقرئ 
2669,876201,876238.5,75,731,700,750,عيسى الجعفري الزاهد 
2675,876928,876960.5,65,716,700,725,ابن الحبال البعلبكي الحنبلي 
2676,876993,877104.5,223,733,700,750,شرف الدين الأرمنتي 
2677,877216,877335.5,239,724,700,725,الباجربقي الصوفي 
2680,877625,877671.0,92,580,500,600,ابن حمود الجزولي 
2681,877717,877769.0,104,683,600,700,أبو الفضل ابن الشقير العسقلاني 
2685,878091,878167.5,153,286,200,300,أبو عبد الله الخشني القرطبي 
2688,878446,878476.5,61,296,200,300,أبو الحسن السراج 
2690,878596,878652.5,113,317,300,325,أبو بكر الفزاري الدمشقي 
2692,878804,878826.0,44,564,500,575,أبو عبد الله المرادي المرسي 
2694,878926,878962.5,73,619,600,625,ابن الرماح التونسي 
2696,879151,879163.0,24,609,600,625,ابن العجمي الحلبي 
2697,879175,879197.5,45,241,200,250,أبو جعفر ابن قراد 
2699,879338,879408.0,140,687,600,700,أبو عبد الله المنفلوطي 
2700,879478,879516.0,76,319,300,325,أبو بكر الصدفي 
2701,879554,879574.5,41,470,400,475,أبو عبد الله القروي الزاهد 
2703,879657,879708.5,103,359,300,375,أبو طاهر ابن حسنون 
2707,880091,880126.0,70,665,600,675,أبو عبد الله البرقي 
2708,880161,880197.0,72,585,500,600,أبو عبد الله التلمساني 
2709,880233,880260.5,55,248,200,250,محمد بن عبد العزيز العسال 
2710,880288,880321.5,67,723,700,725,ابن الخباز 
2711,880355,880388.0,66,434,400,450,ابن المغازلي 
2716,881002,881008.5,13,476,400,500,أبو عبد الله الجوزي الأندلسي 
2717,881015,881055.0,80,609,600,625,أبو الفضائل الربعي 
2718,881095,881179.0,168,654,600,675,أبو بكر الزهري المالكي 
2719,881263,881288.0,50,653,600,675,ابن الصيرفي الوراق 
2720,881313,881373.0,120,618,600,625,محمد بن عبد العزيز اللخمي 
2722,881577,881605.0,56,241,200,250,أبو عبد الرحمن ابن حديج 
2724,881689,881719.0,60,599,500,600,ابن البوري 
2727,881897,881922.0,50,313,300,325,أبو بكر الجروي 
2728,881947,881987.5,81,293,200,300,ابن الخراز القرطبي 
2731,882101,882228.0,254,620,600,625,ناصر الدين العدواني 
2736,882821,882941.5,241,629,600,650,ابن نقطة 
2738,883142,883178.0,72,283,200,300,أبو طاهر العسال 
2740,883439,883502.5,127,637,600,650,أبو طالب ابن سيدة 
2741,883566,883590.0,48,221,200,225,زنين 
2742,883614,883632.5,37,719,700,725,ابن ربيع القرطبي 
2743,883651,883716.0,130,667,600,675,أبو عبد الله الهوريني 
2745,883830,883852.5,45,319,300,325,أبو الحسن ابن حماد زغبة 
2746,883875,883907.0,64,378,300,400,أبو الحسن الصنهاجي 
2747,883939,883986.0,94,335,300,350,أبو علي ابن قنقل 
2748,884033,884108.5,151,214,200,225,أبو محرز قاضي إفريقية 
2750,884314,884338.5,49,390,300,400,أبو بكر ابن الترجمان 
2752,884490,884538.0,96,360,300,375,ابن أشتة المقرئ 
2753,884586,884612.0,52,310,300,325,أبو بكر الحذاء 
2756,885071,885132.5,123,698,600,700,ابن أبي الدبس 
2758,885529,885563.5,69,345,300,350,ابن هزاربندة 
2765,887222,887286.0,128,514,500,525,ابن المسبح الفضي المقرئ 
2766,887350,887436.0,172,299,200,300,ابن عبدون قاضي إفريقية 
2769,887810,887832.0,44,397,300,400,أبو جعفر ابن مصال 
2770,887854,887890.0,72,330,300,350,أبو بكر الملطي 
2771,887926,887960.5,69,344,300,350,أبو بكر الصانع 
2773,888463,888500.0,74,618,600,625,ابن وقاص الميورقي 
2776,888719,888781.5,125,308,300,325,ابن القوق الباجي 
2777,888844,888894.0,100,385,300,400,العتقي [القبرياني] المؤرخ 
2779,889124,889161.5,75,262,200,275,أبو الحسين الأصبهاني 
2780,889199,889267.0,136,262,200,275,الحافظ أبو سيار البغدادي 
2781,889335,889392.0,114,353,300,375,عتبة الزاهد 
2783,889655,889673.5,37,229,200,250,ابن فضالة 
2785,889919,889991.5,145,262,200,275,أبو بكر السكري 
2786,890064,890083.5,39,204,200,225,ابن هلال الأزدي 
2789,890401,890434.0,66,665,600,675,أبو عبد الله البوني 
2790,890467,890481.0,28,550,500,550,أبو القاسم الجياب 
2791,890495,890572.5,155,670,600,675,بعد 670] 
2792,890650,890669.5,39,291,200,300,أبو بكر الفاوي 
2793,890689,890711.5,45,560,500,575,أبو عبد الله اللوشي الطبيب 
2794,890734,890760.5,53,360,300,375,أبو بكر المعافري المقرئ 
2795,890787,890814.0,54,313,300,325,أبو عبد الله المياروداني 
2796,890841,890859.0,36,434,400,450,الشريف أبو القاسم المعافري 
2798,891117,891221.0,208,358,300,375,358] 
2799,891325,891342.0,34,593,500,600,الأمير بدر الدين الكردي الحاجب 
2800,891359,891583.5,449,241,200,250,محمد بن عبد الله القمي 
2804,892103,892142.0,78,714,700,725,صدر الدين البارنباري 
2806,892244,892251.0,14,630,600,650,أبو عبد الله المؤدب بجامع عمرو 
2807,892258,892298.0,80,602,600,625,ابن الأقلامي 
2808,892338,892411.0,146,682,600,700,ابن القواس الدمشقي 
